movieId,imdbID,Title,Year,Genre,Director,Writer,Actors,Language,Poster,imdbRating,imdbVotes
66,tt0116839,Lawnmower Man 2: Beyond Cyberspace,1996,"Action, Sci-Fi, Thriller",Farhad Mann,"Farhad Mann (story), Michael Miner (story), Farhad Mann (screenplay)","Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget",English,https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,2.5,8779
68,tt0113149,French Twist,1995,Comedy,Josiane Balasko,"Patrick Aubrée, Josiane Balasko, Telsche Boorman (story)","Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado","French, Spanish, English",https://m.media-amazon.com/images/M/MV5BMWEwNWY1ZjQtYWMxYS00ZDY2LTg2Y2YtZDc5MTM4MzE0NTM4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,6.4,4410
69,tt0113118,Friday,1995,"Comedy, Drama",F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister",English,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,7.3,94438
70,tt0116367,From Dusk Till Dawn,1996,"Action, Crime, Horror",Robert Rodriguez,"Robert Kurtzman (story), Quentin Tarantino (screenplay)","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis","English, Spanish",https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,274490
71,tt0113010,Fair Game,1995,"Action, Romance, Thriller",Andrew Sipes,"Paula Gosling (novel), Charlie Fletcher (screenplay)","William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald","English, Russian",https://m.media-amazon.com/images/M/MV5BMTE4M2Q2ZjctMGViNS00NzhiLWFkMjMtMjY2NWMzOWUzM2Y3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,4.3,11640
72,tt0113537,Kicking and Screaming,1995,"Comedy, Drama, Romance",Noah Baumbach,"Noah Baumbach (story), Bo Berkman (story), Noah Baumbach","Josh Hamilton, Samuel Gould, Catherine Kellner, Jonathan Baumbach",English,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,6.9,10088
73,tt0113828,Les Misérables,1995,"Drama, History",Claude Lelouch,"Victor Hugo (novel), Claude Lelouch","Jean-Paul Belmondo, Michel Boujenah, Alessandra Martines, Salomé Lelouch","French, German, English",https://m.media-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_SX300.jpg,7.4,3494
74,tt0115644,Bed of Roses,1996,"Drama, Romance",Michael Goldenberg,Michael Goldenberg,"Christian Slater, Mary Stuart Masterson, Pamela Adlon, Josh Brolin",English,https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.1,7539
75,tt0115676,Big Bully,1996,"Comedy, Thriller",Steve Miner,Mark Steven Johnson,"Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane",English,https://m.media-amazon.com/images/M/MV5BNDdhZTdiOTAtMWNiMC00NDRmLTllZWItYWMzOWZjNDY3ZmRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,4.7,4353
76,tt0114367,Screamers,1995,"Horror, Sci-Fi, Thriller",Christian Duguay,"Philip K. Dick (short story ""Second Variety""), Dan O'Bannon (screenplay), Miguel Tejada-Flores (screenplay)","Peter Weller, Roy Dupuis, Jennifer Rubin, Andrew Lauer",English,https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,24049
77,tt0113973,Nico Icon,1995,"Documentary, Biography, Music",Susanne Ofteringer,Susanne Ofteringer (screenplay),"Nico, Tina Aumont, Christian Päffgen, Edith Boulogne","English, German",https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_SX300.jpg,7.2,637
78,tt0112744,The Crossing Guard,1995,"Drama, Thriller",Sean Penn,Sean Penn,"Jack Nicholson, David Morse, Anjelica Huston, Robin Wright",English,https://m.media-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,6.3,12321
79,tt0116731,The Juror,1996,"Crime, Drama, Thriller",Brian Gibson,"George Dawes Green (novel), Ted Tally (screenplay)","Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, James Gandolfini","English, Spanish",https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,5.7,16267
80,tt0112445,The White Balloon,1995,"Drama, Family",Jafar Panahi,"Abbas Kiarostami, Jafar Panahi (original idea), Parviz Shahbazi (original idea)","Aida Mohammadkhani, Mohsen Kafili, Fereshteh Sadre Orafaiy, Anna Borkowska",Persian,https://m.media-amazon.com/images/M/MV5BN2QzOTY0MjAtMDQ4MC00MTQ3LWIxM2UtZjc5MzkxYjRhZjdjXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg,7.7,6183
81,tt0114660,Things to Do in Denver When You're Dead,1995,"Crime, Drama, Thriller",Gary Fleder,Scott Rosenberg,"Andy Garcia, Christopher Lloyd, William Forsythe, Bill Nunn",English,https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,6.8,25275
82,tt0112379,Antonia's Line,1995,"Comedy, Drama",Marleen Gorris,Marleen Gorris,"Willeke van Ammelrooy, Els Dottermans, Dora van der Groen, Veerle van Overloop",Dutch,https://m.media-amazon.com/images/M/MV5BNDVmNjdhMzEtNDMzMy00NzI0LWI1ZmUtNjJiNGEzMDExZDY5XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_SX300.jpg,7.4,7889
83,tt0114039,Once Upon a Time... When We Were Colored,1995,"Drama, Romance",Tim Reid,"Clifton L. Taulbert (book), Paul W. Cooper (screenplay)","Al Freeman Jr., Phylicia Rashad, Leon, Paula Kelly",English,https://m.media-amazon.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_SX300.jpg,7.2,441
85,tt0112365,Angels and Insects,1995,"Drama, Romance",Philip Haas,"A.S. Byatt (novel), Belinda Haas (screenplay), Philip Haas (screenplay)","Mark Rylance, Kristin Scott Thomas, Patsy Kensit, Jeremy Kemp",English,https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,6.8,4268
86,tt0118158,White Squall,1996,"Adventure, Drama",Ridley Scott,"Charles Gieg Jr. (book), Felix Sutton (book), Todd Robinson","Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf","English, Danish, Spanish",https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_SX300.jpg,6.6,20443
87,tt0116151,Dunston Checks In,1996,"Comedy, Adventure, Family",Ken Kwapis,"John Hopkins (story), John Hopkins (screenplay), Bruce Graham (screenplay)","Jason Alexander, Faye Dunaway, Eric Lloyd, Rupert Everett","English, French",https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.3,11439
88,tt0115697,Black Sheep,1996,Comedy,Penelope Spheeris,Fred Wolf,"Chris Farley, David Spade, Tim Matheson, Christine Ebersole",English,https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,35206
89,tt0113972,Nick of Time,1995,"Action, Crime, Drama, Thriller",John Badham,Patrick Sheane Duncan,"Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken",English,https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.3,37573
92,tt0117002,Mary Reilly,1996,"Drama, Horror, Romance, Thriller",Stephen Frears,"Valerie Martin (novel), Christopher Hampton (screenplay)","Julia Roberts, John Malkovich, George Cole, Michael Gambon",English,https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.8,13537
93,tt0114825,Vampire in Brooklyn,1995,"Comedy, Fantasy, Horror, Romance",Wes Craven,"Eddie Murphy (story), Vernon Lynch (story), Charlie Murphy (story), Charlie Murphy (screenplay), Michael Lucker (screenplay), Chris Parker (screenplay)","Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison",English,https://m.media-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.6,20552
94,tt0115639,Beautiful Girls,1996,"Comedy, Drama, Romance",Ted Demme,Scott Rosenberg,"Matt Dillon, Noah Emmerich, Annabeth Gish, Lauren Holly",English,https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,7.1,30324
95,tt0115759,Broken Arrow,1996,"Action, Adventure, Thriller",John Woo,Graham Yost,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo",English,https://m.media-amazon.com/images/M/MV5BYzU2NDg3ZTItNzRmNy00NTQzLTljMDUtNjczOTMwZjEzNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6,87643
96,tt0113403,A Midwinter's Tale,1995,Comedy,Kenneth Branagh,Kenneth Branagh,"Richard Briers, Hetta Charnley, Joan Collins, Nicholas Farrell",English,https://m.media-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_SX300.jpg,7.3,2221
97,tt0113247,La Haine,1995,"Crime, Drama",Mathieu Kassovitz,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili",French,https://m.media-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,8.1,137373
99,tt0113283,Heidi Fleiss: Hollywood Madam,1995,"Documentary, Biography",Nick Broomfield,,"Nick Broomfield, Nina Xining Zuo, Madam Alex, Corinne Bohrer",English,https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SX300.jpg,6.6,623
100,tt0115907,City Hall,1996,"Drama, Thriller",Harold Becker,"Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman","Al Pacino, John Cusack, Bridget Fonda, Danny Aiello",English,https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,6.2,18891
101,tt0115734,Bottle Rocket,1996,"Comedy, Crime, Drama",Wes Anderson,"Owen Wilson, Wes Anderson","Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler","English, Spanish",https://m.media-amazon.com/images/M/MV5BNDA3NGEwZGYtN2I0Yy00M2E3LWEzNmItNzUwOWUyYmUzYWZmXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,7,66028
102,tt0117102,Mr. Wrong,1996,Comedy,Nick Castle,"Chris Matheson, Kerry Ehrin, Craig Munson","Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell",English,https://m.media-amazon.com/images/M/MV5BZTIwOThjZmQtMWExMC00NzIwLWI0YzAtMWIzNTNlODdjNjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3.9,4715
103,tt0118040,Unforgettable,1996,"Drama, Mystery, Sci-Fi, Thriller",John Dahl,Bill Geddie,"Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald","English, Spanish",https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_SX300.jpg,6,4685
104,tt0116483,Happy Gilmore,1996,"Comedy, Sport",Dennis Dugan,"Tim Herlihy, Adam Sandler","Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",English,https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7,187570
105,tt0112579,The Bridges of Madison County,1995,"Drama, Romance",Clint Eastwood,"Richard LaGravenese (screenplay), Robert James Waller (novel)","Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak",English,https://m.media-amazon.com/images/M/MV5BOTczNjIwMDM0MF5BMl5BanBnXkFtZTgwNzEzNTU1NTM@._V1_SX300.jpg,7.6,68108
106,tt0110251,Nobody Loves Me,1994,"Comedy, Drama",Doris Dörrie,"Doris Dörrie (screenplay), Doris Dörrie (short story)","Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar",German,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg,7.3,1075
107,tt0117110,Muppet Treasure Island,1996,"Action, Adventure, Comedy, Family, Musical, Romance","Brian Henson, David Lane","Robert Louis Stevenson (novel), Jerry Juhl (screenplay), Kirk R. Thatcher (screenplay), James V. Hart (screenplay)","Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",English,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,7,20151
108,tt0112646,Catwalk,1995,Documentary,Robert Leacock,,"Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann",English,https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg,6.4,208
110,tt0112573,Braveheart,1995,"Biography, Drama, History, War",Mel Gibson,Randall Wallace,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo","English, French, Latin, Scottish Gaelic, Italian",https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,8.3,922048
111,tt0075314,Taxi Driver,1976,"Crime, Drama",Martin Scorsese,Paul Schrader,"Diahnne Abbott, Robinson Frank Adu, Victor Argo, Gino Ardito","English, Spanish",https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,8.3,678235
112,tt0113326,Rumble in the Bronx,1995,"Action, Comedy, Crime, Thriller",Stanley Tong,"Edward Tang, Fibe Ma","Jackie Chan, Anita Mui, Françoise Yip, Bill Tung","Cantonese, English",https://m.media-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.7,37066
113,tt0115645,Before and After,1996,"Crime, Drama, Mystery",Barbet Schroeder,"Rosellen Brown (book), Ted Tally (screenplay)","Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon",English,https://m.media-amazon.com/images/M/MV5BOWJmODIwYWUtNTNkYy00Njk4LWJkODktMzA5ZTdkMTZhZmZiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,6.1,7901
116,tt0112373,Anne Frank Remembered,1995,"Documentary, Biography, War",Jon Blair,"Jon Blair, Anne Frank (diary)","Kenneth Branagh, Janny Brandes-Brilslijper, Glenn Close, Rose De Liema",English,https://m.media-amazon.com/images/M/MV5BMTQ3NjcxMjEwMV5BMl5BanBnXkFtZTYwODMwNTc4._V1_SX300.jpg,8,932
117,tt0115033,The Young Poisoner's Handbook,1995,"Crime, Drama",Benjamin Ross,"Jeff Rawle, Benjamin Ross","Tobias Arnold, Ruth Sheen, Roger Lloyd Pack, Hugh O'Conor",English,https://m.media-amazon.com/images/M/MV5BMTg0MTE5OTMzNV5BMl5BanBnXkFtZTcwMDM0MzkzMQ@@._V1_SX300.jpg,7.1,3315
118,tt0116606,If Lucy Fell,1996,"Comedy, Romance",Eric Schaeffer,"Eric Schaeffer (story), Tony Spiridakis (story), Eric Schaeffer (screenplay)","Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson",English,https://m.media-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.9,3684
119,tt0114536,Steal Big Steal Little,1995,Comedy,Andrew Davis,"Andrew Davis (story), Teresa Tucker-Davies (story), Frank Ray Perilli (story), Andrew Davis (screenplay), Lee Blessing (screenplay), Jeanne Blake (screenplay), Terry Kahn (screenplay)","Andy Garcia, Alan Arkin, Rachel Ticotin, Joe Pantoliano",English,https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,4.7,869
121,tt0106473,The Boys of St. Vincent,1992,Drama,John N. Smith,"Des Walsh, John N. Smith, Sam Grana","Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn",English,https://m.media-amazon.com/images/M/MV5BODc3YjhlN2UtOWI3Mi00YTg4LTlhM2ItODI2ZGYzNjIxMDIzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,7.6,1490
122,tt0103859,Boomerang,1992,"Comedy, Drama, Romance",Reginald Hudlin,"Barry W. Blaustein (screenplay by), David Sheffield (screenplay by), Eddie Murphy (story by)","Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier","English, French",https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.5,24531
123,tt0109424,Chungking Express,1994,"Comedy, Crime, Drama, Mystery, Romance",Kar-Wai Wong,Kar-Wai Wong,"Brigitte Lin, Tony Chiu-Wai Leung, Faye Wong, Takeshi Kaneshiro","Cantonese, English, Japanese, Hindi, Mandarin, Punjabi, Urdu",https://m.media-amazon.com/images/M/MV5BMGQ5MzljNzYtMDM1My00NmI0LThlYzQtMTg0ZmQ0MTk1YjkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.1,56265
125,tt0116324,Flirting with Disaster,1996,Comedy,David O. Russell,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore",English,https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,6.7,17046
126,tt0110647,The NeverEnding Story III,1994,"Adventure, Comedy, Family, Fantasy",Peter MacDonald,"Jeff Lieberman (screenplay), Karin Howard (story), Michael Ende (characters)","Jason James Richter, Melody Kay, Jack Black, Carole Finn",English,https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,3.2,10542
128,tt0110217,Jupiter's Wife,1995,"Documentary, Biography, Mystery",Michel Negroponte,"Gabriel Morgan, Michel Negroponte","Maggie Cogan, Katina Pendleton",English,https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_SX300.jpg,7.2,226
129,tt0114131,Pie in the Sky,1995,"Comedy, Romance",Bryan Gordon,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman, Christine Lahti",English,https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_SX300.jpg,5.7,785
132,tt0113451,Jade,1995,"Crime, Drama, Thriller",William Friedkin,Joe Eszterhas,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna",English,https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,5.3,10894
135,tt0116130,Down Periscope,1996,Comedy,David S. Ward,"Hugh Wilson (screenplay), Andrew Kurtzman (screenplay), Eliot Wald (screenplay), Hugh Wilson (story)","Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton",English,https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.2,20131
137,tt0113756,Man of the Year,1995,"Comedy, Romance",Dirk Shafer,Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett","English, Yiddish",https://m.media-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_SX300.jpg,6.1,301
140,tt0118055,Up Close & Personal,1996,"Drama, Romance",Jon Avnet,"Joan Didion, John Gregory Dunne, Alanna Nash (book)","Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna",English,https://m.media-amazon.com/images/M/MV5BZTZjYmNkZTYtOTA0Zi00NDcyLWI2YzQtOTgyZjQ2YzM5Y2E2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,13016
141,tt0115685,The Birdcage,1996,Comedy,Mike Nichols,"Jean Poiret (play), Francis Veber (earlier screenplay), Édouard Molinaro (earlier screenplay), Marcello Danon (earlier screenplay), Jean Poiret (earlier screenplay), Elaine May (screenplay)","Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest",English,https://m.media-amazon.com/images/M/MV5BMTM2NjExODYyOF5BMl5BanBnXkFtZTcwNTc0NjgyNA@@._V1_SX300.jpg,7.1,75289
144,tt0112585,The Brothers McMullen,1995,"Comedy, Drama, Romance",Edward Burns,Edward Burns,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton",English,https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,6.6,7022
145,tt0112442,Bad Boys,1995,"Action, Comedy, Crime, Thriller",Michael Bay,"George Gallo (story), Michael Barrie (screenplay), Jim Mulholland (screenplay), Doug Richardson (screenplay)","Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo",English,https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.9,224683
146,tt0112342,The Amazing Panda Adventure,1995,"Adventure, Drama, Family",Christopher Cain,"John Wilcox (story), Steven Alldredge (story), Jeff Rothberg (screenplay), Laurice Elehwany (screenplay)","Stephen Lang, Ryan Slater, Yi Ding, Wang Fei",English,https://m.media-amazon.com/images/M/MV5BZmUyZWJmZDktMjE0Yy00MjUwLTlmMmUtNTk0YjFkODUxZTVkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,5.8,3585
147,tt0112461,The Basketball Diaries,1995,"Biography, Crime, Drama, Sport",Scott Kalvert,"Jim Carroll (novel), Bryan Goluboff (screenplay)","Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio",English,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,97588
148,tt0112427,An Awfully Big Adventure,1995,"Comedy, Drama, Romance",Mike Newell,"Beryl Bainbridge (novel), Charles Wood","Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong",English,https://m.media-amazon.com/images/M/MV5BN2I1ZGQzM2YtYTlhYy00MmRiLTlhYWUtMjk2OTMyODNjNjgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6,2482
149,tt0109093,Amateur,1994,"Comedy, Crime, Drama, Thriller",Hal Hartley,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young",English,https://m.media-amazon.com/images/M/MV5BMTIwNzE5OTkxMV5BMl5BanBnXkFtZTcwMzIxMjAwMQ@@._V1_SX300.jpg,6.9,5237
150,tt0112384,Apollo 13,1995,"Adventure, Drama, History",Ron Howard,"Jim Lovell (book), Jeffrey Kluger (book), William Broyles Jr. (screenplay), Al Reinert (screenplay)","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",English,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7.6,254662
151,tt0114287,Rob Roy,1995,"Adventure, Biography, Drama, History",Michael Caton-Jones,Alan Sharp (screenplay),"Liam Neeson, Jessica Lange, John Hurt, Tim Roth",English,https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg,6.9,39303
